DateTime,AddedIPs,RemovedIPs
1611460830,0,1
1611471629,1,0
1611486030,1,0
1611489628,1,0
1611496830,0,1
1611504029,0,1
1611507630,0,1
1611511230,0,1
1611514830,1,0
1611525629,0,1
1611532830,1,0
1611536430,2,2
1611540030,1,1
1611547228,1,1
1611561628,0,1
1611576030,0,1
1611590430,1,0
1611594028,0,1
1611597630,0,2
1611604827,0,1
1611608427,0,1
1611612030,1,0
1611615630,0,1
1611619230,1,0
1611637228,1,0
1611640831,0,1
1611651628,0,1
1611658831,1,0
1611662430,1,0
1611669631,1,0
1611676831,0,1
1611680429,0,1
1611694831,0,1
1611698431,1,0
1611712828,0,1
1611720031,0,1
1611727229,4,1
1611730831,0,1
1611763231,1,0
1611784828,1,0
1611810029,0,1
1611813629,0,1
1611831631,1,0
1611846031,0,2
1611849631,0,1
1611853229,1,1
1611871229,1,0
1611878430,0,1
1611918029,0,1
1611925228,0,1
1611950430,1,0
1611961229,0,1
1611964829,0,1
1611968428,0,1
1611972030,0,1
1611979230,0,1
1611986428,0,1
1611990028,1,0
1612008028,0,2
1612015228,0,1
1612029628,1,0
1612033228,1,0
1612047628,0,1
1612058430,0,1
1612062029,1,0
1612076429,1,1
1612080028,0,1
1612083628,0,2
1612087229,1,1
1612098030,0,2
1612141229,1,0
1612144827,0,1
1612191630,1,0
1612195229,1,0
1612198836,0,1
1612220410,1,0
1612234835,0,1
1612245605,0,1
1612249206,0,1
1612256420,0,1
1612267221,0,1
1612270813,0,1
1612274413,1,1
1612299610,0,1
1612303206,1,0
1612310409,1,0
1612314017,1,0
1612321229,0,1
1612353612,1,0
1612357206,1,0
1612396813,0,1
1612407611,1,0
1612425608,1,0
1612429210,1,1
1612432833,1,0
1612458036,0,1
1612461613,1,0
1612465228,1,1
1612476011,1,1
1612479632,1,0
1612497611,0,1
1612508406,0,1
1612515614,0,1
1612526434,1,0
1612551613,1,0
1612555227,1,0
1612562409,1,1
1612576808,1,0
1612594808,1,0
1612612811,0,1
1612623634,0,1
1612638034,1,0
1612641614,1,0
1612648831,0,1
1612652407,1,0
1612659624,1,0
1612663206,0,1
1612681207,0,1
1612702831,0,1
1612710012,0,1
1612713605,1,0
1612731617,1,0
1612738838,0,1
1612785631,0,1
1612792832,1,0
1612796430,0,1
1612803607,0,1
1612810806,0,2
1612814435,0,1
1612818030,0,1
1612825206,2,0
1612828810,2,0
1612836006,1,1
1612850407,1,0
1612868406,1,0
1612872010,1,0
1612875606,1,0
1612879206,0,1
1612897221,0,2
1612904411,0,2
1612908020,0,1
1612911630,2,0
1612940406,0,1
1612944013,0,1
1612951211,0,1
1612969207,0,1
1612972838,0,1
1612976406,0,1
1612998010,1,0
1613012438,0,2
1613016007,0,1
1613019612,1,0
1613023216,2,0
1613034010,2,0
1613037606,1,0
1613048437,1,0
1613052005,0,1
1613055609,1,0
1613059206,0,1
1613073636,1,1
1613084406,1,0
1613088009,2,0
1613091631,0,1
1613102405,2,0
1613106008,2,0
1613116823,1,0
1613120424,0,1
1613145606,0,1
1613149210,1,0
1613152812,0,3
1613160005,1,1
1613170822,1,0
1613174406,1,0
1613181624,1,0
1613196014,1,0
1613228406,1,0
1613235637,0,2
1613250025,1,0
1613253636,2,0
1613257212,1,1
1613271609,1,0
1613296823,0,1
1613307625,1,0
1613318431,0,1
1613322006,1,0
1613325619,5,0
1613329216,2,0
1613332820,14,0
1613336406,3,0
1613340034,2,1
1613343607,2,0
1613347205,2,0
1613354420,2,0
1613372440,1,0
1613386826,1,1
1613394017,0,2
1613401236,0,1
1613404806,1,0
1613426424,1,0
1613430038,1,0
1613433607,0,1
1613437227,1,0
1613451639,0,1
1613455213,0,1
1613473207,0,1
1613480437,1,1
1613487630,0,1
1613498433,0,1
1613502015,1,3
1613505610,1,0
1613520036,0,1
1613538029,0,1
1613545231,2,0
1613552436,0,1
1613559606,2,0
1613577630,0,1
1613581211,0,1
1613592031,0,1
1613595610,1,0
1613602811,1,0
1613606407,1,0
1613613634,0,1
1613624405,0,1
1613628031,1,0
1613646013,0,1
1613649606,0,1
1613653222,1,0
1613656810,1,0
1613660406,1,0
1613664011,3,2
1613671211,0,2
1613678431,0,3
1613707208,0,3
1613710831,0,1
1613725206,0,2
1613732437,1,0
1613743231,0,2
1613746827,1,0
1613772033,0,1
1613790036,0,1
1613800838,4,0
1613808006,3,0
1613811631,1,0
1613822430,0,1
1613826006,0,1
1613829609,0,1
1613833225,0,2
1613836820,0,1
1613840409,0,1
1613854841,0,1
1613858435,1,0
1613865636,1,0
1613876415,0,1
1613908813,4,0
1613930439,0,1
1613941214,0,1
1613944827,1,0
1613948434,0,2
1613952016,0,1
1613955641,0,2
1613962826,0,1
1613973637,0,1
1613995233,0,1
1614002418,1,1
1614006008,0,2
1614009641,0,1
1614013210,0,2
1614024008,0,1
1614027620,1,1
1614056431,1,1
1614060028,0,2
1614070832,1,0
1614074434,0,1
1614103235,1,0
1614110441,1,0
1614117612,0,1
1614132037,1,1
1614142838,0,2
1614146440,0,1
1614160812,2,0
1614164433,1,0
1614175210,0,1
1614178836,2,0
1614182434,1,0
1614196837,1,0
1614200422,0,1
1614204014,0,1
1614207608,0,1
1614211213,1,0
1614214837,1,0
1614250836,0,1
1614261634,0,1
1614268835,0,3
1614301209,1,1
1614304826,0,2
1614308433,0,1
1614319215,1,0
1614322807,1,0
1614330034,1,0
1614333611,1,0
1614337215,0,1
1614348036,0,1
1614355208,0,1
1614366006,0,1
1614373212,1,0
1614380438,0,1
1614384017,1,2
1614391236,1,1
1614412826,1,0
1614423606,0,1
1614430834,1,0
1614441626,1,0
1614456008,1,0
1614463208,1,0
1614470435,1,0
1614477628,1,0
1614492033,1,1
1614513634,0,1
1614524426,0,1
1614528034,3,0
1614531639,1,1
1614535238,0,1
1614542434,0,1
1614549638,0,1
1614553207,0,2
1614556807,0,1
1614567611,0,1
1614578432,0,1
1614600023,0,1
1614603638,0,1
1614621606,0,1
1614639618,1,0
1614643208,0,1
1614646810,0,1
1614654032,0,1
1614661239,0,1
1614668432,0,2
1614675623,0,1
1614682813,0,2
1614686426,0,1
1614711627,1,0
1614715233,1,0
1614722439,1,0
1614733207,0,1
1614736817,1,1
1614740440,1,1
1614758439,1,0
1614769207,0,1
1614783624,1,2
1614794434,1,0
1614812434,3,0
1614816028,1,2
1614826810,1,0
1614841240,1,0
1614852034,1,0
1614855632,2,0
1614859220,1,0
1614866414,1,0
1614870039,2,0
1614873625,2,0
1614877214,1,0
1614880807,2,1
1614888008,3,0
1614895216,1,2
1614902424,0,2
1614913232,1,0
1614920424,0,1
1614927611,1,0
1614934809,1,1
1614967224,1,0
1614970828,1,0
1614974437,1,0
1614981625,1,1
1614985237,2,0
1614996038,1,0
1615006838,1,0
1615014021,0,2
1615021235,0,1
1615032032,2,0
1615042811,1,0
1615050010,1,0
1615053635,1,1
1615057211,2,0
1615064406,0,1
1615068040,0,1
1615071627,1,1
1615075229,1,0
1615078824,1,0
1615082434,1,0
1615093227,1,0
1615100410,1,0
1615111241,0,1
1615114815,1,0
1615122040,1,0
1615132807,0,1
1615136440,1,0
1615140034,1,1
1615143629,0,1
1615158042,1,0
1615165213,0,1
1615172427,0,1
1615176008,0,1
1615186837,1,0
1615197631,1,0
1615208408,2,0
1615244423,1,0
1615266009,1,0
1615280415,0,1
1615284035,0,1
1615291234,1,0
1615294825,0,1
1615298435,1,0
1615302017,1,1
1615320036,1,1
1615338022,0,1
1615345235,1,1
1615348808,2,1
1615352409,1,0
1615356020,1,0
1615359630,0,1
