DateTime,AddedIPs,RemovedIPs
1609805430,8,0
1609834230,14,0
1609846830,1,0
1609863030,10,0
1609863332,0,1
1609891830,10,0
1609920631,11,0
1609927534,1,0
1609949430,6,0
1609958129,1,0
1609970129,1,0
1609978230,13,0
1610007029,14,0
1610010034,0,1
1610010334,0,1
1610010629,0,1
1610035831,9,0
1610039135,1,0
1610064630,5,0
1610093429,11,0
1610100629,1,1
1610104230,0,1
1610122229,11,0
1610148030,0,1
1610151031,19,0
1610179831,7,0
1610208631,8,0
1610237430,10,0
1610266230,4,0
1610283033,0,1
1610295030,11,1
1610298035,0,1
1610323831,6,0
1610349629,0,1
1610350235,0,2
1610350531,0,1
1610352628,9,0
1610358630,2,0
1610381430,3,0
1610391329,0,1
1610410229,5,0
1610439029,8,0
1610461835,0,1
1610467829,15,0
1610477432,9,0
1610478035,1,1
1610481034,0,1
1610496630,7,0
1610500229,0,1
1610525432,7,0
1610546733,0,1
1610547030,1,0
1610554229,8,0
1610560840,1,0
1610580330,0,1
1610580634,0,1
1610583029,11,0
1610584529,5,0
1610602830,1,0
1610611829,13,0
1610612133,0,1
1610616929,0,1
1610634030,8,0
1610640629,6,0
1610644830,0,1
1610669430,8,0
1610698230,8,0
1610727030,9,0
1610749529,0,1
1610755831,7,0
1610784629,9,0
1610797831,1,0
1610813430,7,0
1610822430,1,0
1610832930,0,1
1610842229,8,0
1610866833,2,0
1610867132,1,0
1610868030,1,0
1610871030,8,0
1610899831,5,0
1610902837,0,1
1610917535,98,0
1610928630,6,0
1610932229,0,1
1610942129,0,1
1610955629,1,0
1610957430,12,0
1610980830,1,0
1610986229,11,0
1611015030,6,0
1611043831,8,0
1611051630,0,1
1611061831,0,1
1611072630,6,0
1611080135,0,1
1611091530,0,1
1611093031,0,1
1611093637,0,1
1611101430,5,0
1611102632,0,1
1611130232,10,0
1611146431,0,1
1611159031,7,0
1611187833,3,0
1611200129,0,1
1611204333,0,1
1611216629,7,0
1611241532,0,1
1611242135,1,0
1611245431,7,0
1611262234,0,1
1611262839,0,1
1611274229,3,0
1611303030,12,0
1611331831,5,0
1611360629,8,0
1611382230,0,1
1611389429,4,0
1611418231,7,0
1611445534,1,0
1611447029,6,0
1611475829,11,0
1611477935,0,1
1611483630,0,1
1611504630,8,0
1611523532,1,0
1611523836,2,0
1611524131,1,0
1611533435,8,0
1611544231,0,1
1611549631,0,1
1611561636,0,1
1611562535,5,0
1611571538,1,0
1611591031,8,0
1611595837,1,0
1611619831,6,0
1611648633,14,0
1611677430,14,0
1611689731,0,1
1611706233,5,0
1611725131,0,1
1611734437,1,0
1611735033,7,0
1611751231,1,0
1611756035,0,1
1611763833,8,0
1611784530,0,1
1611792631,11,0
1611816338,0,1
1611821430,6,0
1611844831,1,0
1611845138,1,0
1611850233,17,0
1611860731,1,0
1611879033,13,0
1611901231,1,0
1611907834,14,0
1611923435,0,1
1611935134,1,0
1611936634,6,0
1611962135,1,0
1611965431,8,0
1611994531,13,0
1612023033,9,0
